10 0
9.99995 0.0158114
9.9998 0.0316226
9.99955 0.0474335
9.9992 0.0632439
9.99875 0.0790536
9.9982 0.0948626
9.99755 0.110671
9.9968 0.126478
9.99595 0.142283
9.995 0.158088
9.99395 0.17389
9.9928 0.189691
9.99155 0.20549
9.9902 0.221287
9.98875 0.237082
9.9872 0.252874
9.98555 0.268664
9.98379 0.284451
9.98194 0.300235
9.97999 0.316017
9.97794 0.331795
9.97579 0.34757
9.97354 0.363341
9.97118 0.379108
9.96873 0.394872
9.96618 0.410632
9.96352 0.426388
9.96077 0.442139
9.95791 0.457886
9.95496 0.473628
9.9519 0.489366
9.94875 0.505098
9.94549 0.520826
9.94213 0.536548
9.93867 0.552265
9.93511 0.567976
9.93145 0.583681
9.92769 0.599381
9.92383 0.615074
9.91987 0.630761
9.9158 0.646442
9.91164 0.662116
9.90737 0.677783
9.903 0.693444
9.89854 0.709097
9.89397 0.724743
9.88929 0.740382
9.88452 0.756013
9.87965 0.771636
9.87467 0.787251
9.8696 0.802859
9.86442 0.818458
9.85914 0.834048
9.85375 0.84963
9.84827 0.865203
9.84268 0.880768
9.837 0.896323
9.83121 0.911869
9.82531 0.927405
9.81932 0.942932
9.81322 0.958448
9.80702 0.973955
9.80072 0.989452
9.79432 1.00494
9.78781 1.02041
9.7812 1.03588
9.77449 1.05133
9.76767 1.06678
9.76076 1.08221
9.75374 1.09763
9.74661 1.11304
9.73938 1.12843
9.73205 1.14382
9.72462 1.15919
9.71708 1.17455
9.70944 1.1899
9.70169 1.20524
9.69385 1.22056
9.68589 1.23587
9.67784 1.25116
9.66967 1.26645
9.66141 1.28172
9.65304 1.29697
9.64457 1.31221
9.63599 1.32744
9.6273 1.34265
9.61852 1.35785
9.60962 1.37303
9.60062 1.3882
9.59152 1.40335
9.58231 1.41849
9.573 1.43361
9.56358 1.44872
9.55405 1.46381
9.54442 1.47888
9.53468 1.49394
9.52484 1.50898
9.51489 1.524
9.50484 1.53901
9.49467 1.554
9.4844 1.56897
9.47403 1.58393
9.46355 1.59886
9.45296 1.61378
9.44226 1.62868
9.43146 1.64356
9.42054 1.65843
9.40952 1.67327
9.3984 1.6881
9.38716 1.7029
9.37582 1.71769
9.36437 1.73245
9.35281 1.7472
9.34114 1.76193
9.32936 1.77663
9.31748 1.79131
9.30548 1.80598
9.29338 1.82062
9.28116 1.83524
9.26884 1.84984
9.25641 1.86442
9.24386 1.87897
9.23121 1.89351
9.21845 1.90802
9.20557 1.9225
9.19259 1.93697
9.17949 1.95141
9.16629 1.96583
9.15297 1.98022
