10 0
9.99875 0.0790536
9.995 0.158088
9.98875 0.237082
9.97999 0.316017
9.96873 0.394872
9.95496 0.473628
9.93867 0.552265
9.91987 0.630761
9.89854 0.709097
9.87467 0.787251
9.84827 0.865203
9.81932 0.942932
9.78781 1.02041
9.75374 1.09763
9.71708 1.17455
9.67784 1.25116
9.63599 1.32744
9.59152 1.40335
9.54442 1.47888
9.49467 1.554
9.44226 1.62868
9.38716 1.7029
9.32936 1.77663
9.26884 1.84984
9.20557 1.9225
9.13954 1.99459
9.07071 2.06606
8.99907 2.1369
8.92459 2.20705
8.84723 2.2765
8.76697 2.3452
8.68378 2.41312
8.59763 2.48021
8.50847 2.54644
8.41628 2.61176
8.32101 2.67612
8.22263 2.73949
8.12109 2.8018
8.01634 2.863
7.90835 2.92304
7.79706 2.98187
7.68242 3.03941
7.56437 3.09561
7.44286 3.15038
7.31782 3.20367
7.18919 3.25538
7.05691 3.30544
6.9209 3.35375
6.78108 3.40021
6.63738 3.44473
6.48972 3.48719
6.33799 3.52747
6.18211 3.56543
6.02198 3.60095
5.85749 3.63385
5.68853 3.66398
5.51498 3.69115
5.33671 3.71517
5.15358 3.7358
4.96546 3.75281
4.77219 3.76592
4.57361 3.77484
4.36955 3.77924
4.15982 3.77873
3.94423 3.77289
3.72257 3.76125
3.49463 3.74325
3.26019 3.71828
3.01901 3.68561
2.77085 3.64441
2.51547 3.5937
2.25264 3.53233
1.98215 3.45893
1.70386 3.37185
1.41767 3.26909
1.12367 3.14823
0.822188 3.00624
0.513973 2.83933
0.200512 2.64279
-0.115467 2.41063
-0.429091 2.1355
-0.731836 1.80867
-1.0092 1.42126
-1.23815 0.967751
-1.3874 0.453865
-1.42717 -0.0947117
-1.34793 -0.635645
-1.16818 -1.13066
-0.920079 -1.56155
-0.632521 -1.92757
-0.325363 -2.23601
-0.0107328 -2.49592
0.30432 -2.71559
0.615789 -2.90187
0.921446 -3.06027
1.2201 -3.19516
1.51115 -3.31003
1.79438 -3.40767
2.06977 -3.49037
2.33742 -3.55999
2.5975 -3.61806
2.85024 -3.66588
3.09587 -3.70453
3.33461 -3.73494
3.56671 -3.7579
3.7924 -3.7741
4.0119 -3.78413
4.22542 -3.78852
4.43316 -3.78772
4.63531 -3.78214
4.83204 -3.77214
5.02353 -3.75805
5.20993 -3.74015
5.3914 -3.7187
5.56806 -3.69394
5.74006 -3.66608
5.90752 -3.63532
6.07055 -3.60184
6.22927 -3.5658
6.38377 -3.52734
6.53416 -3.48661
6.68053 -3.44373
6.82296 -3.39883
6.96154 -3.352
7.09635 -3.30336
7.22746 -3.253
7.35494 -3.201
7.47886 -3.14745
7.59928 -3.09243
7.71625 -3.03601
7.82985 -2.97825
7.94011 -2.91923
8.04709 -2.85901
8.15085 -2.79763
8.25142 -2.73517
8.34885 -2.67166
8.44318 -2.60716
8.53445 -2.54171
8.6227 -2.47537
8.70796 -2.40816
8.79027 -2.34015
8.86966 -2.27135
8.94617 -2.20181
9.01981 -2.13157
9.09062 -2.06066
9.15862 -1.98912
9.22384 -1.91697
9.28631 -1.84424
9.34604 -1.77098
9.40305 -1.6972
9.45737 -1.62293
9.50901 -1.5482
9.558 -1.47304
9.60434 -1.39747
9.64805 -1.32153
9.68916 -1.24522
9.72766 -1.16858
9.76358 -1.09163
9.79693 -1.01439
9.82771 -0.936882
