0 0 0.0118699
0 1 0.011897
0 2 0.0118965
0 3 0.011838
0 4 0.0117671
0 5 0.0116989
0 6 0.0116035
0 7 0.0115462
0 8 0.011483
0 9 0.011439
0 10 0.0113781
0 11 0.0112786
0 12 0.0111907
0 13 0.0111417
0 14 0.0110462
0 15 0.0109584
0 16 0.0109182
0 17 0.0108564
0 18 0.0108305
0 19 0.010763
0 20 0.0107152
0 21 0.0107096
0 22 0.0107264
0 23 0.0106865
0 24 0.0106393
0 25 0.0106608
0 26 0.0106961
0 27 0.0106913
0 28 0.0106812
0 29 0.0106582
0 30 0.0105996
0 31 0.0105936
0 32 0.0105888
0 33 0.0105937
0 34 0.0105998
0 35 0.0106585
0 36 0.0106813
0 37 0.0106914
0 38 0.010696
0 39 0.0106606
0 40 0.0106394
0 41 0.0106868
0 42 0.0107265
0 43 0.0107096
0 44 0.0107154
0 45 0.0107634
0 46 0.0108308
0 47 0.0108567
0 48 0.0109187
0 49 0.010959
0 50 0.0110469
0 51 0.0111422
0 52 0.0111913
0 53 0.0112794
0 54 0.0113787
0 55 0.0114394
0 56 0.0114835
0 57 0.0115468
0 58 0.011604
0 59 0.0116996
0 60 0.0117677
0 61 0.0118385
0 62 0.0118968
0 63 0.0118969

1 0 -0.932993
1 1 -0.932993
1 2 -0.932993
1 3 -0.932993
1 4 -0.932993
1 5 -0.932993
1 6 -0.932993
1 7 -0.932993
1 8 -0.932993
1 9 -0.932993
1 10 -0.932993
1 11 -0.932993
1 12 -0.932993
1 13 -0.932993
1 14 -0.932993
1 15 -0.932993
1 16 -0.932993
1 17 -0.932993
1 18 -0.932993
1 19 -0.932993
1 20 -0.932993
1 21 -0.932993
1 22 -0.932993
1 23 -0.932993
1 24 -0.932993
1 25 -0.932993
1 26 -0.932993
1 27 -0.932993
1 28 -0.932993
1 29 -0.932993
1 30 -0.932993
1 31 -0.932993
1 32 -0.932993
1 33 -0.932993
1 34 -0.932993
1 35 -0.932993
1 36 -0.932993
1 37 -0.932993
1 38 -0.932993
1 39 -0.932993
1 40 -0.932993
1 41 -0.932993
1 42 -0.932993
1 43 -0.932993
1 44 -0.932993
1 45 -0.932993
1 46 -0.932993
1 47 -0.932993
1 48 -0.932993
1 49 -0.932993
1 50 -0.932993
1 51 -0.932993
1 52 -0.932993
1 53 -0.932993
1 54 -0.932993
1 55 -0.932993
1 56 -0.932993
1 57 -0.932993
1 58 -0.932993
1 59 -0.932993
1 60 -0.932993
1 61 -0.932993
1 62 -0.932993
1 63 -0.932993

2 0 0.382417
2 1 0.383682
2 2 0.383599
2 3 0.382064
2 4 0.379871
2 5 0.378351
2 6 0.375234
2 7 0.373022
2 8 0.373234
2 9 0.370918
2 10 0.368837
2 11 0.366255
2 12 0.363827
2 13 0.361828
2 14 0.358511
2 15 0.356335
2 16 0.355798
2 17 0.35414
2 18 0.352652
2 19 0.350761
2 20 0.350028
2 21 0.349298
2 22 0.349384
2 23 0.348446
2 24 0.346873
2 25 0.347639
2 26 0.34852
2 27 0.348966
2 28 0.348203
2 29 0.347218
2 30 0.345005
2 31 0.34503
2 32 0.345342
2 33 0.34503
2 34 0.345005
2 35 0.347218
2 36 0.348203
2 37 0.348966
2 38 0.34852
2 39 0.347639
2 40 0.346873
2 41 0.348446
2 42 0.349384
2 43 0.349298
2 44 0.350028
2 45 0.350761
2 46 0.352652
2 47 0.35414
2 48 0.355798
2 49 0.356335
2 50 0.358511
2 51 0.361828
2 52 0.363827
2 53 0.366255
2 54 0.368837
2 55 0.370918
2 56 0.373234
2 57 0.373022
2 58 0.375234
2 59 0.378351
2 60 0.379871
2 61 0.382064
2 62 0.383599
2 63 0.383682

3 0 0.368362
3 1 0.368484
3 2 0.369623
3 3 0.368023
3 4 0.366503
3 5 0.366717
3 6 0.3634
3 7 0.362343
3 8 0.363456
3 9 0.361764
3 10 0.361539
3 11 0.35814
3 12 0.356074
3 13 0.354243
3 14 0.351374
3 15 0.351152
3 16 0.348012
3 17 0.346798
3 18 0.346874
3 19 0.344926
3 20 0.344397
3 21 0.343032
3 22 0.3431
3 23 0.342039
3 24 0.340958
3 25 0.339787
3 26 0.340907
3 27 0.340935
3 28 0.339303
3 29 0.338858
3 30 0.335584
3 31 0.336373
3 32 0.337852
3 33 0.336373
3 34 0.335584
3 35 0.338858
3 36 0.339303
3 37 0.340935
3 38 0.340907
3 39 0.339787
3 40 0.340958
3 41 0.342039
3 42 0.3431
3 43 0.343032
3 44 0.344397
3 45 0.344926
3 46 0.346874
3 47 0.346798
3 48 0.348012
3 49 0.351152
3 50 0.351374
3 51 0.354243
3 52 0.356074
3 53 0.35814
3 54 0.361539
3 55 0.361764
3 56 0.363456
3 57 0.362343
3 58 0.3634
3 59 0.366717
3 60 0.366503
3 61 0.368023
3 62 0.369623
3 63 0.368484

4 0 0.359262
4 1 0.360491
4 2 0.360991
4 3 0.360929
4 4 0.358915
4 5 0.359122
4 6 0.355944
4 7 0.353563
4 8 0.357585
4 9 0.356097
4 10 0.354135
4 11 0.352211
4 12 0.352408
4 13 0.350007
4 14 0.347025
4 15 0.344434
4 16 0.345887
4 17 0.345791
4 18 0.343036
4 19 0.340314
4 20 0.340557
4 21 0.339136
4 22 0.337977
4 23 0.337399
4 24 0.334122
4 25 0.334246
4 26 0.335567
4 27 0.336409
4 28 0.335226
4 29 0.333199
4 30 0.330743
4 31 0.329642
4 32 0.331018
4 33 0.329642
4 34 0.330743
4 35 0.333199
4 36 0.335226
4 37 0.336409
4 38 0.335567
4 39 0.334246
4 40 0.334122
4 41 0.337399
4 42 0.337977
4 43 0.339136
4 44 0.340557
4 45 0.340314
4 46 0.343036
4 47 0.345791
4 48 0.345887
4 49 0.344434
4 50 0.347025
4 51 0.350007
4 52 0.352408
4 53 0.352211
4 54 0.354135
4 55 0.356097
4 56 0.357585
4 57 0.353563
4 58 0.355944
4 59 0.359122
4 60 0.358915
4 61 0.360929
4 62 0.360991
4 63 0.360491

5 0 0.354386
5 1 0.35481
5 2 0.356803
5 3 0.354964
5 4 0.354674
5 5 0.355981
5 6 0.352367
5 7 0.352109
5 8 0.355107
5 9 0.354267
5 10 0.355128
5 11 0.35174
5 12 0.351545
5 13 0.349069
5 14 0.345851
5 15 0.347364
5 16 0.344523
5 17 0.342781
5 18 0.34318
5 19 0.342019
5 20 0.341541
5 21 0.338779
5 22 0.338014
5 23 0.335908
5 24 0.334809
5 25 0.332721
5 26 0.333382
5 27 0.333423
5 28 0.330719
5 29 0.329063
5 30 0.32505
5 31 0.326359
5 32 0.329026
5 33 0.326359
5 34 0.32505
5 35 0.329063
5 36 0.330719
5 37 0.333423
5 38 0.333382
5 39 0.332721
5 40 0.334809
5 41 0.335908
5 42 0.338014
5 43 0.338779
5 44 0.341541
5 45 0.342019
5 46 0.34318
5 47 0.342781
5 48 0.344523
5 49 0.347364
5 50 0.345851
5 51 0.349069
5 52 0.351545
5 53 0.35174
5 54 0.355128
5 55 0.354267
5 56 0.355107
5 57 0.352109
5 58 0.352367
5 59 0.355981
5 60 0.354674
5 61 0.354964
5 62 0.356803
5 63 0.35481

6 0 0.358501
6 1 0.359079
6 2 0.359634
6 3 0.360184
6 4 0.358187
6 5 0.358913
6 6 0.355539
6 7 0.353028
6 8 0.358198
6 9 0.356637
6 10 0.354078
6 11 0.35245
6 12 0.353338
6 13 0.350545
6 14 0.347269
6 15 0.345497
6 16 0.347195
6 17 0.346897
6 18 0.344859
6 19 0.341455
6 20 0.342292
6 21 0.340064
6 22 0.338555
6 23 0.338241
6 24 0.334358
6 25 0.333126
6 26 0.333824
6 27 0.335446
6 28 0.333728
6 29 0.330848
6 30 0.329515
6 31 0.327891
6 32 0.328415
6 33 0.327891
6 34 0.329515
6 35 0.330848
6 36 0.333728
6 37 0.335446
6 38 0.333824
6 39 0.333126
6 40 0.334358
6 41 0.338241
6 42 0.338555
6 43 0.340064
6 44 0.342292
6 45 0.341455
6 46 0.344859
6 47 0.346897
6 48 0.347195
6 49 0.345497
6 50 0.347269
6 51 0.350545
6 52 0.353338
6 53 0.35245
6 54 0.354078
6 55 0.356637
6 56 0.358198
6 57 0.353028
6 58 0.355539
6 59 0.358913
6 60 0.358187
6 61 0.360184
6 62 0.359634
6 63 0.359079

7 0 0.366948
7 1 0.367048
7 2 0.369279
7 3 0.366666
7 4 0.366351
7 5 0.366303
7 6 0.361207
7 7 0.3604
7 8 0.362717
7 9 0.362058
7 10 0.36212
7 11 0.35808
7 12 0.357899
7 13 0.355248
7 14 0.351423
7 15 0.352703
7 16 0.351513
7 17 0.350173
7 18 0.350058
7 19 0.349486
7 20 0.348978
7 21 0.345961
7 22 0.344568
7 23 0.342104
7 24 0.341176
7 25 0.33876
7 26 0.340062
7 27 0.34049
7 28 0.337189
7 29 0.335097
7 30 0.330448
7 31 0.331798
7 32 0.335301
7 33 0.331798
7 34 0.330448
7 35 0.335097
7 36 0.337189
7 37 0.34049
7 38 0.340062
7 39 0.33876
7 40 0.341176
7 41 0.342104
7 42 0.344568
7 43 0.345961
7 44 0.348978
7 45 0.349486
7 46 0.350058
7 47 0.350173
7 48 0.351513
7 49 0.352703
7 50 0.351423
7 51 0.355248
7 52 0.357899
7 53 0.35808
7 54 0.36212
7 55 0.362058
7 56 0.362717
7 57 0.3604
7 58 0.361207
7 59 0.366303
7 60 0.366351
7 61 0.366666
7 62 0.369279
7 63 0.367048

8 0 0.380518
8 1 0.380058
8 2 0.381128
8 3 0.380896
8 4 0.379042
8 5 0.378638
8 6 0.374597
8 7 0.37191
8 8 0.374744
8 9 0.373616
8 10 0.369535
8 11 0.367173
8 12 0.367069
8 13 0.363566
8 14 0.359715
8 15 0.358513
8 16 0.358896
8 17 0.35867
8 18 0.357504
8 19 0.355263
8 20 0.355615
8 21 0.353226
8 22 0.351922
8 23 0.351595
8 24 0.348223
8 25 0.346212
8 26 0.346788
8 27 0.349426
8 28 0.347128
8 29 0.34428
8 30 0.343659
8 31 0.342343
8 32 0.341586
8 33 0.342343
8 34 0.343659
8 35 0.34428
8 36 0.347128
8 37 0.349426
8 38 0.346788
8 39 0.346212
8 40 0.348223
8 41 0.351595
8 42 0.351922
8 43 0.353226
8 44 0.355615
8 45 0.355263
8 46 0.357504
8 47 0.35867
8 48 0.358896
8 49 0.358513
8 50 0.359715
8 51 0.363566
8 52 0.367069
8 53 0.367173
8 54 0.369535
8 55 0.373616
8 56 0.374744
8 57 0.37191
8 58 0.374597
8 59 0.378638
8 60 0.379042
8 61 0.380896
8 62 0.381128
8 63 0.380058

9 0 0.395625
9 1 0.395075
9 2 0.396901
